Station Code,Zip Code,City,State,Latitude,Longitude
USC00305113,13820,Oneonta,NY,42.4694,-75.0106
USC00305180,14757,Mayville,NY,42.2394,-79.5078
USC00305233,14869,Odessa,NY,42.4422,-76.7575
USC00305248,12121,Melrose,NY,42.85,-73.6167
USC00305276,12428,Ellenville,NY,41.8,-74.4331
USC00305310,10940,Middletown,NY,41.4603,-74.4489
USC00305334,12581,Stanfordville,NY,41.8553,-73.67
USC00305377,11501,Mineola,NY,40.7328,-73.6183
USC00305426,12440,High Falls,NY,41.7681,-74.155
USC00305512,13061,Erieville,NY,42.8417,-75.7264
USC00305597,14510,Mount Morris,NY,42.7314,-77.9053
USC00305639,12764,Narrowsburg,NY,41.5667,-75.0167
USC00305679,14513,Newark,NY,43.0467,-77.0842
USC00305714,12852,Newcomb,NY,43.9708,-74.2219
USC00305751,13054,Durhamville,NY,43.2097,-75.6453
USC00305796,11214,Brooklyn,NY,40.5939,-73.9808
USC00305840,14304,Niagara Falls,NY,43.1014,-78.95
USC00305869,13667,Norfolk,NY,44.8053,-74.9997
USC00305925,12853,North Creek,NY,43.6611,-73.8969
USC00306047,14120,North Tonawanda,NY,43.0219,-78.8467
USC00306062,12117,Mayfield,NY,43.1592,-74.2042
USC00306085,13815,Norwich,NY,42.5117,-75.5197
USC00306138,11572,Oceanside,NY,40.6328,-73.6269
USC00306164,13669,Ogdensburg,NY,44.7281,-75.4442
USC00306184,13331,Eagle Bay,NY,43.7025,-74.9839
USC00306196,14760,Olean,NY,42.0736,-78.4517
USC00306314,13126,Oswego,NY,43.4622,-76.4933
USC00306356,13827,Owego,NY,42.0811,-76.3178
USC00306441,11763,Medford,NY,40.7967,-73.0014
USC00306464,14525,Pavilion,NY,42.9294,-78.0319
USC00306525,14129,Perrysburg,NY,42.4647,-79.0031
USC00306538,12972,Peru,NY,44.5658,-73.57
USC00306623,12139,Piseco,NY,43.4614,-74.5231
USC00306649,12427,Elka Park,NY,42.1389,-74.0914
USC00306659,12903,Plattsburgh,NY,44.65,-73.4667
USC00306674,10570,Pleasantville,NY,41.1314,-73.7758
USC00306745,14536,Portageville,NY,42.5697,-78.04
USC00306774,12746,Huguenot,NY,41.38,-74.6847
USC00306839,12468,Prattsville,NY,42.3281,-74.4422
USC00306957,12946,Lake Placid,NY,44.2961,-74.1028
USC00307035,12572,Rhinebeck,NY,41.8847,-73.8686
USC00307134,11901,Riverhead,NY,40.9619,-72.7158
USC00307195,13809,Mount Upton,NY,42.3833,-75.4
USC00307210,12775,Rock Hill,NY,41.5917,-74.6142
USC00307274,12472,Rosendale,NY,41.85,-74.05
USC00307329,14060,Farmersville Station,NY,42.3942,-78.2517
USC00307400,14779,Salamanca,NY,42.1506,-78.7203
USC00307405,12865,Salem,NY,43.1667,-73.3167
USC00307484,12866,Saratoga Springs,NY,43.0333,-73.8167
USC00307633,11733,East Setauket,NY,40.9586,-73.1047
USC00307705,13460,Sherburne,NY,42.6772,-75.5067
USC00307713,14781,Sherman,NY,42.1572,-79.5936
USC00307721,12481,Shokan,NY,41.95,-74.2
USC00307750,14081,Irving,NY,42.5578,-79.1431
USC00307772,14782,Sinclairville,NY,42.2786,-79.2656
USC00307780,13152,Skaneateles,NY,42.9461,-76.4314
USC00307799,12410,Big Indian,NY,42.0167,-74.4167
USC00307818,12827,Fort Ann,NY,43.3519,-73.4961
USC00307842,14551,Sodus,NY,43.2078,-77.0128
USC00308086,14883,Spencer,NY,42.2167,-76.4667
USC00308088,14883,Spencer,NY,42.25,-76.5
USC00308160,12167,Stamford,NY,42.4,-74.6333
USC00308248,13367,Lowville,NY,43.9,-75.0367
USC00308304,12582,Stormville,NY,41.5333,-73.7333
USC00308322,7430,Mahwah,NY,41.1128,-74.1572
USC00308386,13202,Syracuse,NY,43.0344,-76.1344
USC00308578,13304,Barneveld,NY,43.2761,-75.1567
USC00308586,12068,Fonda,NY,42.9464,-74.2886
USC00308594,14898,Woodhull,NY,42.0667,-77.4833
USC00308600,12180,Troy,NY,42.75,-73.6833
USC00308625,13159,Tully,NY,42.8333,-76.0333
USC00308627,13159,Tully,NY,42.7603,-76.0803
USC00308631,12986,Tupper Lake,NY,44.2308,-74.4383
USC00308670,13849,Unadilla,NY,42.3542,-75.3242
USC00308746,12184,Valatie,NY,42.4333,-73.6833
USC00308839,14564,Victor,NY,43.0044,-77.4472
USC00308906,12586,Walden,NY,41.5514,-74.1628
USC00308910,14139,South Wales,NY,42.7417,-78.5108
USC00308932,13856,Walton,NY,42.1847,-75.1456
USC00308936,13856,Walton,NY,42.1667,-75.1333
USC00308944,13625,Colton,NY,44.1481,-74.9003
USC00308946,11783,Seaford,NY,40.655,-73.5053
USC00308962,14066,Gainesville,NY,42.6856,-78.2203
USC00308987,13165,Waterloo,NY,42.9014,-76.8642
USC00309000,13601,Watertown,NY,43.9761,-75.8753
USC00309047,18840,Sayre,NY,42.0019,-76.525
USC00309055,13640,Wellesley Island,NY,44.3564,-75.9286
USC00309072,14895,Wellsville,NY,42.1172,-77.9475
USC00309076,14880,Scio,NY,42.1667,-77.9833
USC00309189,14787,Westfield,NY,42.2956,-79.5856
USC00309270,10913,Blauvelt,NY,41.0833,-73.9667
USC00309292,10516,Cold Spring,NY,41.3906,-73.9608
USC00309303,12018,Averill Park,NY,42.6167,-73.6
USC00309389,12887,Whitehall,NY,43.5575,-73.4011
USC00309425,14897,Whitesville,NY,42.0397,-77.765
USC00309437,13797,Lisle,NY,42.3333,-75.9667
USC00309442,13862,Whitney Point,NY,42.3417,-75.9653
USC00309495,12996,Willsboro,NY,44.3842,-73.3819
USC00309507,14131,Ransomville,NY,43.25,-78.8333
USC00309516,12439,Hensonville,NY,42.3031,-74.2011
USC00309533,14735,Fillmore,NY,42.5167,-78.05
USC00309670,10598,Yorktown Heights,NY,41.2664,-73.7975
USC00309690,14174,Youngstown,NY,43.2683,-79.0103
USC00310090,28001,Albemarle,NC,35.3992,-80.1994
USC00310184,28901,Andrews,NC,35.2014,-83.8386
USC00310212,27502,Apex,NC,35.7425,-78.8369
USC00310241,27551,Macon,NC,36.2911,-77.9822
USC00310286,27203,Asheboro,NC,35.7044,-79.8378
USC00310356,28512,Atlantic Beach,NC,34.6997,-76.7381
USC00310375,27806,Aurora,NC,35.3872,-76.7764
USC00310506,28604,Banner Elk,NC,36.1617,-81.8742
USC00310576,28515,Bayboro,NC,35.1311,-76.8161
USC00310645,28604,Banner Elk,NC,36.1878,-81.8736
USC00310674,27810,Belhaven,NC,35.5731,-76.5847
USC00310724,28803,Asheville,NC,35.5044,-82.5967
USC00310843,28711,Black Mountain,NC,35.6072,-82.3594
USC00310901,28605,Blowing Rock,NC,36.1472,-81.7025
USC00310982,28607,Boone,NC,36.2114,-81.6442
USC00311055,28712,Brevard,NC,35.2283,-82.7358
USC00311081,28655,Morganton,NC,35.7425,-81.8372
USC00311156,28713,Bryson City,NC,35.4286,-83.4383
USC00311222,28425,Burgaw,NC,34.5322,-77.8639
USC00311239,27215,Burlington,NC,36.0603,-79.4481
USC00311285,27509,Butner,NC,36.1414,-78.7736
USC00311420,28715,Candler,NC,35.5453,-82.6986
USC00311437,28743,Hot Springs,NC,35.7044,-82.7697
USC00311441,28716,Canton,NC,35.5167,-82.85
USC00311515,28327,Carthage,NC,35.3319,-79.4067
USC00311535,27518,Cary,NC,35.7192,-78.7878
USC00311538,28020,Casar,NC,35.4967,-81.6131
USC00311564,28719,Cherokee,NC,35.6375,-83.0956
USC00311579,28609,Catawba,NC,35.7444,-81.0847
USC00311606,28520,Cedar Island,NC,34.9833,-76.3
USC00311624,28714,Burnsville,NC,35.8297,-82.1769
USC00311677,27510,Carrboro,NC,35.9086,-79.0794
USC00311820,27520,Clayton,NC,35.6408,-78.4633
USC00311881,28328,Clinton,NC,35.0247,-78.2758
USC00311949,27925,Columbia,NC,35.7108,-76.1269
USC00311975,28025,Concord,NC,35.4111,-80.5833
USC00311990,28610,Claremont,NC,35.8214,-81.1919
USC00312102,28763,Otto,NC,35.0592,-83.4314
USC00312200,28723,Cullowhee,NC,35.3117,-83.1747
USC00312238,27016,Danbury,NC,36.4147,-80.2169
USC00312500,28339,Erwin,NC,35.3247,-78.6881
USC00312515,27705,Durham,NC,36.0425,-78.9625
USC00312560,28456,Riegelwood,NC,34.3992,-78.3158
USC00312631,27288,Eden,NC,36.4742,-79.7433
USC00312635,27932,Edenton,NC,36.0164,-76.5517
USC00312719,27909,Elizabeth City,NC,36.3097,-76.205
USC00312732,28337,Elizabethtown,NC,34.6044,-78.6481
USC00312740,28621,Elkin,NC,36.2544,-80.865
USC00312827,27823,Enfield,NC,36.1686,-77.675
USC00312837,28715,Candler,NC,35.5406,-82.6531
USC00312940,27826,Fairfield,NC,35.5358,-76.312
USC00312993,27614,Raleigh,NC,35.9808,-78.6528
USC00313017,28301,Fayetteville,NC,35.0583,-78.8583
USC00313072,28604,Banner Elk,NC,36.2528,-81.9136
USC00313101,28704,Arden,NC,35.45,-82.4833
USC00313106,28704,Arden,NC,35.4267,-82.5575
USC00313150,28043,Forest City,NC,35.2653,-81.9311
USC00313152,28139,Rutherfordton,NC,35.3125,-81.9889
USC00313168,28308,Pope Army Airfield,NC,35.1778,-79.0239
USC00313228,28734,Franklin,NC,35.1803,-83.3928
USC00313356,28054,Gastonia,NC,35.2656,-81.1433
USC00313555,27253,Graham,NC,36.0503,-79.3728
USC00313565,28611,Collettsville,NC,36.0956,-81.8311
USC00313638,27834,Greenville,NC,35.64,-77.3983
USC00313784,28345,Hamlet,NC,34.8872,-79.6922
USC00313919,27253,Graham,NC,36.0639,-79.3831
USC00313921,28904,Hayesville,NC,35.0533,-83.825
USC00313969,27536,Henderson,NC,36.3481,-78.4119
USC00313976,28792,Hendersonville,NC,35.3297,-82.4492
USC00314055,28741,Highlands,NC,35.0567,-83.1983
USC00314063,27260,High Point,NC,35.9672,-79.9722
USC00314144,28555,Maysville,NC,34.8358,-77.3031
USC00314260,28743,Hot Springs,NC,35.895,-82.8311
USC00314385,28694,West Jefferson,NC,36.3119,-81.4589
USC00314456,27845,Jackson,NC,36.3967,-77.4239
USC00314464,27281,Jackson Springs,NC,35.1858,-79.6772
USC00314471,28546,Jacksonville,NC,34.7967,-77.4008
USC00314496,28640,Jefferson,NC,36.4161,-81.4286
USC00314675,27021,King,NC,36.2839,-80.3625
USC00314684,28501,Kinston,NC,35.1967,-77.5433
USC00314689,28501,Kinston,NC,35.2975,-77.5722
USC00314764,28139,Rutherfordton,NC,35.4206,-82.1878
USC00314788,28747,Lake Toxaway,NC,35.115,-82.9567
USC00314860,28352,Laurinburg,NC,34.7508,-79.4664
USC00314938,28645,Lenoir,NC,35.915,-81.5378
USC00314962,27983,Windsor,NC,36.1325,-77.1708
USC00314970,27295,Lexington,NC,35.8458,-80.2597
USC00314996,28033,Crouse,NC,35.4606,-81.3289
USC00315116,28420,Ash,NC,34.0103,-78.545
USC00315123,27549,Louisburg,NC,36.1028,-78.3039
USC00315175,28369,Orrum,NC,34.3903,-79.0022
USC00315177,28358,Lumberton,NC,34.6269,-79.025
USC00315340,28752,Marion,NC,35.6631,-82.0292
USC00315356,28753,Marshall,NC,35.8036,-82.6658
USC00315743,27028,Mocksville,NC,35.8439,-80.4972
USC00315771,28112,Monroe,NC,34.9797,-80.5233
USC00315820,28421,Atkinson,NC,34.4581,-78.1094
USC00315830,28557,Morehead City,NC,34.7336,-76.7358
USC00315838,28655,Morganton,NC,35.7297,-81.6728
USC00315890,27030,Mount Airy,NC,36.4992,-80.6508
USC00315913,28120,Mount Holly,NC,35.3336,-80.9872
USC00315923,28714,Burnsville,NC,35.7586,-82.2711
USC00315996,27818,Como,NC,36.4522,-77.0803
USC00316001,28906,Murphy,NC,35.0961,-84.0239
USC00316091,27614,Raleigh,NC,35.9167,-78.5667
USC00316122,27502,Apex,NC,35.6808,-78.9158
USC00316236,28711,Black Mountain,NC,35.6625,-82.3469
USC00316256,28697,Wilkesboro,NC,36.1631,-81.1494
USC00316341,28719,Cherokee,NC,35.5261,-83.3089
USC00316349,27960,Ocracoke,NC,35.1075,-75.9872
USC00316422,28574,Richlands,NC,34.925,-77.5114
USC00316507,27565,Oxford,NC,36.3,-78.6167
USC00316510,27565,Oxford,NC,36.3022,-78.6108
USC00316602,28645,Lenoir,NC,35.9983,-81.565
USC00316676,28562,New Bern,NC,35.0558,-77.0858
USC00316686,27040,Pfafftown,NC,36.1558,-80.37
USC00316805,28768,Pisgah Forest,NC,35.2719,-82.6475
USC00316853,27962,Plymouth,NC,35.8722,-76.6592
USC00317056,28376,Raeford,NC,34.9869,-79.2189
USC00317074,27603,Raleigh,NC,35.7294,-78.6839
USC00317079,27606,Raleigh,NC,35.7944,-78.6989
USC00317097,27317,Randleman,NC,35.8222,-79.7917
USC00317165,28377,Red Springs,NC,34.8122,-79.1622
USC00317170,28560,New Bern,NC,35.1311,-76.9153
USC00317202,27320,Reidsville,NC,36.3825,-79.6947
USC00317229,28612,Connellys Springs,NC,35.7747,-81.4372
USC00317319,27832,Gaston,NC,36.4783,-77.6717
USC00317346,28771,Robbinsville,NC,35.3044,-83.8114
USC00317395,27803,Rocky Mount,NC,35.9519,-77.8183
USC00317400,27801,Rocky Mount,NC,35.8936,-77.6805
USC00317486,28712,Brevard,NC,35.1417,-82.8231
USC00317499,27572,Rougemont,NC,36.2119,-78.8569
USC00317516,27574,Roxboro,NC,36.3464,-78.8858
USC00317548,27045,Rural Hall,NC,36.2333,-80.3069
USC00317615,28144,Salisbury,NC,35.6836,-80.4822
USC00317618,28147,Salisbury,NC,35.6967,-80.6228
USC00317656,27330,Sanford,NC,35.5347,-79.0464
USC00317725,27874,Scotland Neck,NC,36.1369,-77.423
USC00317813,28470,Shallotte,NC,33.9283,-78.3894
USC00317845,28150,Shelby,NC,35.3144,-81.5336
USC00317924,27344,Siler City,NC,35.7606,-79.4622
USC00317994,27577,Smithfield,NC,35.5164,-78.3458
USC00318113,28461,Southport,NC,33.9947,-78.0078
USC00318158,28675,Sparta,NC,36.4819,-81.0931
USC00318221,28657,Newland,NC,35.9325,-82.0019
USC00318292,28625,Statesville,NC,35.81,-80.8808
USC00318380,28443,Hampstead,NC,34.4478,-77.5739
USC00318448,28730,Fairview,NC,35.5733,-82.385
USC00318450,27885,Swanquarter,NC,35.395,-76.3261
USC00318492,28713,Bryson City,NC,35.4478,-83.9389
USC00318500,27852,Macclesfield,NC,35.8847,-77.5386
USC00318519,28681,Taylorsville,NC,35.9225,-81.1717
USC00318694,28644,Laurel Springs,NC,36.3919,-81.3039
USC00318706,28585,Trenton,NC,35.0628,-77.3547
USC00318744,28782,Tryon,NC,35.2058,-82.2517
USC00318778,28625,Statesville,NC,35.9067,-80.8142
USC00318964,28170,Wadesboro,NC,34.9603,-80.0772
USC00319026,28466,Wallace,NC,34.72,-77.9778
USC00319081,28349,Kenansville,NC,35.0128,-78.0044
USC00319100,27889,Washington,NC,35.5553,-77.0722
USC00319123,28719,Cherokee,NC,35.7742,-83.0981
USC00319147,28786,Waynesville,NC,35.4867,-82.9683
USC00319354,28472,Whiteville,NC,34.2572,-78.6872
USC00319357,28472,Whiteville,NC,34.4094,-78.7914
USC00319406,28697,Wilkesboro,NC,36.15,-81.1833
USC00319423,28478,Willard,NC,34.6611,-78.0456
USC00319427,28392,Tar Heel,NC,34.835,-78.8253
USC00319440,27892,Williamston,NC,35.8528,-77.0306
USC00319461,28409,Wilmington,NC,34.1425,-77.8789
USC00319467,28429,Castle Hayne,NC,34.3208,-77.9206
USC00319476,27893,Wilson,NC,35.6939,-77.9456
USC00319555,28697,Wilkesboro,NC,36.1308,-81.2275
USC00319675,27018,East Bend,NC,36.1306,-80.5481
USC00319704,27379,Yanceyville,NC,36.3783,-79.2544
USC00319923,27591,Wendell,NC,35.7878,-78.3497
USC00320005,58018,Colfax,ND,46.45,-96.7333
USC00320022,58210,Adams,ND,48.3308,-98.1189
USC00320096,58831,Alexander,ND,47.9022,-103.6608
USC00320127,58520,Almont,ND,46.7253,-101.505
USC00320189,58833,Ambrose,ND,48.9975,-103.4878
USC00320209,58620,Amidon,ND,46.4819,-103.3222
USC00320382,58413,Ashley,ND,46.0406,-99.3742
USC00320590,58621,Beach,ND,46.9283,-104.0158
USC00320626,58316,Belcourt,ND,48.8411,-99.7508
USC00320729,58718,Berthold,ND,48.3139,-101.7328
USC00320766,58523,Beulah,ND,47.2622,-101.7906
USC00320767,58523,Beulah,ND,47.2947,-101.8186
USC00320817,58503,Bismarck,ND,46.8339,-100.7969
USC00320827,58503,Bismarck,ND,46.9367,-100.7444
USC00320941,58318,Bottineau,ND,48.8217,-100.4525
USC00320961,58721,Bowbells,ND,48.7994,-102.2464
USC00320995,58623,Bowman,ND,46.1825,-103.4061
USC00321052,58570,Solen,ND,46.3797,-100.9408
USC00321225,58723,Butte,ND,47.7947,-100.5847
USC00321288,58324,Cando,ND,48.4878,-99.1831
USC00321360,58421,Carrington,ND,47.4494,-99.1294
USC00321362,58421,Carrington,ND,47.5089,-99.1211
USC00321370,58529,Carson,ND,46.425,-101.5742
USC00321408,58012,Casselton,ND,46.8769,-97.2328
USC00321435,58220,Cavalier,ND,48.8628,-97.7014
USC00321456,58530,Center,ND,47.0644,-101.2119
USC00321477,58059,Mapleton,ND,46.7958,-97.2686
USC00321500,58346,Leeds,ND,48.2725,-99.1986
USC00321686,58064,Page,ND,47.2428,-97.6561
USC00321699,58727,Columbus,ND,48.9167,-102.8333
USC00321766,58425,Cooperstown,ND,47.405,-98.0381
USC00321816,58426,Courtenay,ND,47.2408,-98.5839
USC00321871,58730,Crosby,ND,48.9075,-103.2944
USC00322188,58601,Dickinson,ND,46.8911,-102.8111
USC00322193,58642,Manning,ND,47.1944,-102.8414
USC00322304,58736,Drake,ND,48.0475,-100.31
USC00322365,58626,Dunn Center,ND,47.3464,-102.5867
USC00322482,58433,Edgeley,ND,46.3694,-98.7661
USC00322525,58330,Edmore,ND,48.4267,-98.47
USC00322536,58455,Kensal,ND,47.2653,-98.8578
USC00322588,58533,Elgin,ND,46.4089,-101.8419
USC00322605,58436,Ellendale,ND,46.0108,-98.5261
USC00322695,58027,Enderlin,ND,46.6167,-97.6383
USC00322809,58627,Fairfield,ND,47.1906,-103.2247
USC00322949,58438,Fessenden,ND,47.6456,-99.6219
USC00323004,58535,Flasher,ND,46.4581,-101.2
USC00323064,58413,Ashley,ND,46.0347,-98.9436
USC00323117,58032,Forman,ND,46.0333,-97.595
USC00323196,58844,Fortuna,ND,48.9081,-103.8056
USC00323207,58538,Fort Yates,ND,46.05,-100.6667
USC00323217,58718,Berthold,ND,48.4583,-101.5697
USC00323287,58441,Fullerton,ND,46.1581,-98.4
USC00323309,58442,Gackle,ND,46.6275,-99.1383
USC00323376,58540,Garrison,ND,47.6539,-101.4197
USC00323529,58523,Beulah,ND,47.155,-102.0706
USC00323594,58237,Grafton,ND,48.4181,-97.4247
USC00323621,58201,Grand Forks,ND,47.9217,-97.0981
USC00323686,58741,Granville,ND,48.2675,-100.8439
USC00323705,58634,Grassy Butte,ND,47.4011,-103.2072
USC00323826,58542,Hague,ND,46.025,-99.9911
USC00323846,58636,Halliday,ND,47.3544,-102.3372
USC00323908,58041,Hankinson,ND,46.0667,-96.9
USC00323963,58339,Hansboro,ND,48.9989,-99.3464
USC00324013,58341,Harvey,ND,47.8083,-99.8758
USC00324083,58544,Hazelton,ND,46.5172,-100.3486
USC00324091,58533,Elgin,ND,46.5917,-101.8075
USC00324102,58638,Hebron,ND,46.9028,-102.0478
USC00324178,58639,Hettinger,ND,45.9925,-102.6442
USC00324180,58639,Hettinger,ND,46.0044,-102.6472
USC00324203,58045,Hillsboro,ND,47.4389,-97.0664
USC00324343,58451,Hurdsfield,ND,47.35,-100.0167
USC00324372,58386,York,ND,48.4603,-99.5322
USC00324418,58401,Jamestown,ND,46.8844,-98.685
USC00324571,58847,Keene,ND,47.8967,-102.9208
USC00324646,58746,Kenmare,ND,48.6692,-102.0975
USC00324722,58640,Killdeer,ND,47.3714,-102.7606
USC00324879,58318,Bottineau,ND,48.9797,-100.3344
USC00324937,58458,Lamoure,ND,46.3547,-98.2928
USC00324958,58249,Langdon,ND,48.7622,-98.3447
USC00325002,58750,Lansford,ND,48.6278,-101.3767
USC00325013,58251,Larimore,ND,47.8742,-97.7106
USC00325078,58346,Leeds,ND,48.2881,-99.4317
USC00325090,58529,Carson,ND,46.1767,-101.6706
USC00325186,58053,Lidgerwood,ND,46.0725,-97.1461
USC00325210,58552,Linton,ND,46.2667,-100.2306
USC00325211,58552,Linton,ND,46.3022,-100.3258
USC00325220,58054,Lisbon,ND,46.4386,-97.6856
USC00325230,58461,Litchville,ND,46.6611,-98.2267
USC00325434,58348,Maddock,ND,47.9619,-99.5261
USC00325479,58554,Mandan,ND,46.8128,-100.9097
USC00325575,58643,Marmarth,ND,46.2911,-103.9214
USC00325638,58759,Max,ND,47.8214,-101.2922
USC00325660,58257,Mayville,ND,47.4989,-97.3514
USC00325710,58463,McClusky,ND,47.4825,-100.4444
USC00325730,58443,Glenfield,ND,47.5808,-98.6422
USC00325754,58057,McLeod,ND,46.4025,-97.2381
USC00325764,58254,McVille,ND,47.7619,-98.1817
USC00325798,58467,Medina,ND,46.8928,-99.2897
USC00325813,58645,Medora,ND,46.9161,-103.5264
USC00325848,58351,Minnewaukan,ND,48.0781,-99.2656
USC00325993,58701,Minot,ND,48.1803,-101.2964
USC00326015,58560,Moffit,ND,46.6706,-100.2294
USC00326025,58761,Mohall,ND,48.7603,-101.5089
USC00326105,58472,Montpelier,ND,46.7006,-98.5839
USC00326155,58646,Mott,ND,46.3719,-102.3164
USC00326255,58561,Napoleon,ND,46.5067,-99.7692
USC00326315,58647,New England,ND,46.5414,-102.8692
USC00326365,58563,New Salem,ND,46.8925,-101.4897
USC00326620,58474,Oakes,ND,46.1458,-98.0919
USC00326857,58270,Park River,ND,48.4,-97.75
USC00327027,58272,Petersburg,ND,48.0356,-98.01
USC00327047,58475,Pettibone,ND,47.1167,-99.5333
USC00327281,58773,Powers Lake,ND,48.5722,-102.6467
USC00327311,58533,Elgin,ND,46.1758,-101.8561
USC00327450,58649,Reeder,ND,46.1089,-102.9447
USC00327452,58620,Amidon,ND,46.2856,-102.9511
USC00327465,58650,Regent,ND,46.42,-102.5611
USC00327530,58652,Richardton,ND,46.8886,-102.3192
USC00327585,58565,Riverdale,ND,47.4981,-101.375
USC00327655,58366,Rolette,ND,48.6297,-99.8069
USC00327664,58367,Rolla,ND,48.8811,-99.5861
USC00327704,58368,Rugby,ND,48.3542,-99.9925
USC00327986,58277,Sharon,ND,47.5983,-97.9
USC00328047,58782,Sherwood,ND,48.9992,-101.6278
USC00328065,58569,Shields,ND,46.2331,-101.1292
USC00328276,58784,Stanley,ND,48.3567,-102.4117
USC00328366,58482,Steele,ND,46.8917,-99.9325
USC00328415,58487,Tappen,ND,46.7153,-99.4475
USC00328608,58486,Sykeston,ND,47.4647,-99.3983
USC00328627,58718,Berthold,ND,48.3475,-101.9325
USC00328660,58656,Taylor,ND,46.9989,-102.4761
USC00328737,58852,Tioga,ND,48.3989,-102.9181
USC00328792,58788,Towner,ND,48.3706,-100.3908
USC00328812,58621,Beach,ND,47.2842,-103.9006
USC00328840,58575,Turtle Lake,ND,47.5214,-100.8883
USC00328850,58488,Tuttle,ND,47.1333,-100
USC00328853,58488,Tuttle,ND,47.3014,-99.9189
USC00328872,58576,Underwood,ND,47.455,-101.1461
USC00328913,58789,Upham,ND,48.6147,-100.7264
USC00328937,58072,Valley City,ND,46.9558,-98.0203
USC00328990,58790,Velva,ND,48.0797,-100.875
USC00329035,58490,Verona,ND,46.3639,-98.0758
USC00329100,56520,Breckenridge,ND,46.3233,-96.6108
USC00329155,58282,Walhalla,ND,48.9133,-97.9181
USC00329195,58530,Center,ND,47.2844,-101.0267
USC00329233,58854,Watford City,ND,47.8039,-103.2892
USC00329246,58634,Grassy Butte,ND,47.6,-103.2597
USC00329333,58793,Westhope,ND,48.9097,-101.0192
USC00329400,58795,Wildrose,ND,48.6631,-103.2131
USC00329430,58801,Williston,ND,48.1375,-103.7372
USC00329445,58384,Willow City,ND,48.6061,-100.2911
USC00329455,58579,Wilton,ND,47.1603,-100.7892
USC00329515,58495,Wishek,ND,46.2608,-99.56
USC00329575,58496,Woodworth,ND,47.1844,-99.2917
USC00329650,58580,Zap,ND,47.2878,-101.94
USC00330061,44302,Akron,OH,41.0803,-81.5169
USC00330256,44805,Ashland,OH,40.8333,-82.35
USC00330264,44004,Ashtabula,OH,41.85,-80.8
USC00330279,45701,Athens,OH,39.3428,-82.0964
USC00330430,43713,Barnesville,OH,39.9917,-81.185
USC00330563,43311,Bellefontaine,OH,40.3533,-83.7747
USC00330573,26133,Belleville,OH,39.1161,-81.7439
USC00330676,45715,Beverly,OH,39.5475,-81.6283
USC00330862,43402,Bowling Green,OH,41.3831,-83.6111
USC00331042,43506,Bryan,OH,41.4619,-84.5272
USC00331057,43025,Hebron,OH,39.9519,-82.4817
USC00331072,44820,Bucyrus,OH,40.8128,-82.9694
USC00331152,43907,Cadiz,OH,40.2686,-80.9981
USC00331175,43724,Caldwell,OH,39.7161,-81.4642
USC00331197,43725,Cambridge,OH,40.0167,-81.5833
USC00331245,44406,Canfield,OH,41.0167,-80.7667
USC00331288,45710,Albany,OH,39.1469,-82.2194
USC00331390,45822,Celina,OH,40.5694,-84.5364
USC00331404,43011,Centerburg,OH,40.3,-82.65
USC00331458,44024,Chardon,OH,41.5833,-81.1833
USC00331515,45211,Cincinnati,OH,39.1547,-84.6233
USC00331528,45601,Chillicothe,OH,39.3744,-83.0036
USC00331536,45120,Felicity,OH,38.7983,-84.173
USC00331541,44256,Medina,OH,41.0517,-81.9361
USC00331550,45233,Cincinnati,OH,39.1169,-84.6961
USC00331592,43113,Circleville,OH,39.6106,-82.9547
USC00331777,43230,Columbus,OH,40.0606,-82.8942
USC00331783,43207,Columbus,OH,39.9047,-82.92
USC00331858,43844,Warsaw,OH,40.2211,-82.0667
USC00331890,43812,Coshocton,OH,40.2403,-81.8711
USC00331905,43824,Fresno,OH,40.3708,-81.7908
USC00332044,43014,Danville,OH,40.4397,-82.3039
USC00332067,45402,Dayton,OH,39.7633,-84.1911
USC00332098,43512,Defiance,OH,41.2778,-84.3853
USC00332119,43015,Delaware,OH,40.3175,-83.0739
USC00332160,44621,Dennison,OH,40.3886,-81.3433
USC00332251,44032,Dorset,OH,41.6833,-80.6667
USC00332485,45320,Eaton,OH,39.7347,-84.6336
USC00332599,44039,North Ridgeville,OH,41.3833,-82.05
USC00332603,44050,LaGrange,OH,41.3,-82.1167
USC00332626,43138,Logan,OH,39.5586,-82.4842
USC00332651,45013,Hamilton,OH,39.35,-84.5833
USC00332727,45142,Lynchburg,OH,39.2122,-83.8778
USC00332791,45840,Findlay,OH,41.0461,-83.6622
USC00332847,44889,Wakeman,OH,41.2833,-82.4
USC00332895,45846,Fort Recovery,OH,40.4097,-84.7858
USC00332928,45005,Franklin,OH,39.5536,-84.3189
USC00332956,43050,Mount Vernon,OH,40.4167,-82.5333
USC00332974,43420,Fremont,OH,41.3333,-83.1167
USC00332976,43420,Fremont,OH,41.3119,-83.1719
USC00333021,44833,Galion,OH,40.7236,-82.8
USC00333029,25515,Gallipolis Ferry,OH,38.8203,-82.1822
USC00333292,43402,Bowling Green,OH,41.4167,-83.8667
USC00333375,45331,Greenville,OH,40.1,-84.65
USC00333393,43014,Danville,OH,40.5167,-82.2
USC00333482,45013,Hamilton,OH,39.4,-84.5667
USC00333500,26155,New Martinsville,OH,39.6667,-80.8667
USC00333722,43526,Hicksville,OH,41.3214,-84.7475
USC00333758,45133,Hillsboro,OH,39.2333,-83.6092
