Station Code,Zip Code,City,State,Latitude,Longitude
RQC00666270,674,Manati,PR,18.3794,-66.5153
RQC00666361,662,Isabela,PR,18.4736,-67.0289
RQC00666390,687,Morovis,PR,18.3344,-66.4078
RQC00666514,783,Corozal,PR,18.2886,-66.3433
RQC00666805,718,Naguabo,PR,18.265,-65.7208
RQC00666900,723,Patillas,PR,18.0025,-66.0128
RQC00666983,624,Penuelas,PR,18.0586,-66.7183
RQC00666992,718,Naguabo,PR,18.2708,-65.7592
RQC00667292,795,Juana Diaz,PR,18.0258,-66.5253
RQC00667295,716,Ponce,PR,17.985,-66.6294
RQC00668126,677,Rincon,PR,18.3375,-67.2497
RQC00668144,718,Naguabo,PR,18.2433,-65.785
RQC00668306,925,San Juan,PR,18.3906,-66.0542
RQC00668814,979,Carolina,PR,18.4256,-65.9917
RQC00668815,754,San Lorenzo,PR,18.1517,-65.9589
RQC00668881,685,San Sebastian,PR,18.3469,-67.0119
RQC00668940,757,Santa Isabel,PR,17.9692,-66.3772
RQC00669421,646,Dorado,PR,18.4333,-66.2667
RQC00669432,720,Orocovis,PR,18.1731,-66.4928
RQC00669521,976,Trujillo Alto,PR,18.3283,-66.0164
RQC00669608,641,Utuado,PR,18.2617,-66.6864
RQC00669774,766,Villalba,PR,18.1094,-66.5056
RQC00669860,698,Yauco,PR,18.0436,-66.8606
RQW00011603,603,Aguadilla,PR,18.4981,-67.1294
RQW00011630,735,Ceiba,PR,18.255,-65.6408
RQW00011641,979,Carolina,PR,18.4325,-66.0108
USC00010008,36310,Abbeville,AL,31.5703,-85.2483
USC00010063,35540,Addison,AL,34.2553,-87.1814
USC00010140,36720,Alberta,AL,32.2322,-87.4103
USC00010160,35010,Alexander City,AL,32.9453,-85.9481
USC00010178,35442,Aliceville,AL,33.1272,-88.155
USC00010184,35447,Carrollton,AL,33.21,-88.2878
USC00010252,36420,Andalusia,AL,31.3072,-86.5225
USC00010260,35652,Rogersville,AL,34.9092,-87.2747
USC00010369,36251,Ashland,AL,33.2942,-85.7789
USC00010390,35611,Athens,AL,34.7753,-86.9508
USC00010402,36502,Atmore,AL,31.1819,-87.4389
USC00010425,36830,Auburn,AL,32.5992,-85.4653
USC00010430,36832,Auburn,AL,32.6,-85.5
USC00010440,36003,Autaugaville,AL,32.4706,-86.68
USC00010505,35475,Northport,AL,33.4528,-87.3572
USC00010583,36507,Bay Minette,AL,30.8839,-87.7853
USC00010655,35756,Madison,AL,34.6908,-86.8825
USC00010748,35542,Bankston,AL,33.6972,-87.6492
USC00010764,35023,Bessemer,AL,33.3953,-87.0078
USC00010957,35957,Boaz,AL,34.2008,-86.1633
USC00011080,36426,Brewton,AL,31.1414,-87.0486
USC00011084,36426,Brewton,AL,31.0581,-87.0547
USC00011099,35740,Bridgeport,AL,34.9786,-85.8008
USC00011178,36010,Brundidge,AL,31.7056,-85.8369
USC00011288,35040,Calera,AL,33.0944,-86.7456
USC00011301,36726,Camden,AL,32.0289,-87.3167
USC00011324,36850,Camp Hill,AL,32.8236,-85.6561
USC00011377,35587,Townley,AL,33.8464,-87.4872
USC00011490,35960,Centre,AL,34.15,-85.6847
USC00011566,36518,Chatom,AL,31.4714,-88.2503
USC00011620,35044,Childersburg,AL,33.285,-86.3431
USC00011690,36444,Franklin,AL,31.6167,-87.55
USC00011694,35045,Clanton,AL,32.8203,-86.6522
USC00011725,36016,Clayton,AL,31.8708,-85.45
USC00011803,36509,Bayou la Batre,AL,30.3878,-88.2281
USC00011810,36524,Coffeeville,AL,31.7556,-88.1283
USC00012096,35055,Cullman,AL,34.1925,-86.7972
USC00012172,36528,Dauphin Island,AL,30.2506,-88.0775
USC00012209,35601,Decatur,AL,34.5569,-86.9503
USC00012245,35470,Livingston,AL,32.5192,-87.88
USC00012377,36301,Dothan,AL,31.1942,-85.3708
USC00012577,36323,Elba,AL,31.4239,-86.0667
USC00012675,36330,Enterprise,AL,31.2975,-85.8997
USC00012730,36027,Eufaula,AL,32.0111,-85.09
USC00012758,36401,Evergreen,AL,31.445,-86.9533
USC00012813,36532,Fairhope,AL,30.5467,-87.8808
USC00012840,35622,Falkville,AL,34.3667,-86.8833
USC00012883,35555,Fayette,AL,33.6847,-87.8214
USC00013043,35967,Fort Payne,AL,34.4406,-85.7236
USC00013105,36445,Frisco City,AL,31.3894,-87.4203
USC00013154,35901,Gadsden,AL,34.0219,-85.9878
USC00013160,35460,Epes,AL,32.8347,-88.1342
USC00013251,36340,Geneva,AL,31.0383,-85.8708
USC00013271,36033,Georgiana,AL,31.6772,-86.8061
USC00013430,35130,Quinton,AL,33.6667,-87.1833
USC00013511,36744,Greensboro,AL,32.7019,-87.5817
USC00013519,36037,Greenville,AL,31.79,-86.6086
USC00013573,35976,Guntersville,AL,34.3344,-86.3297
USC00013575,35976,Guntersville,AL,34.3347,-86.3294
USC00013620,35565,Haleyville,AL,34.2314,-87.6353
USC00013645,35570,Hamilton,AL,34.0967,-87.9914
USC00013655,35077,Hanceville,AL,34.0675,-86.7917
USC00013761,36345,Headland,AL,31.3625,-85.3397
USC00013775,36264,Heflin,AL,33.6483,-85.6006
USC00013781,35007,Alabaster,AL,33.2725,-86.8336
USC00013816,36041,Highland Home,AL,31.8814,-86.2503
USC00013930,35404,Tuscaloosa,AL,33.2533,-87.45
USC00014080,36860,Hurtsboro,AL,32.2464,-85.4142
USC00014193,36545,Jackson,AL,31.5253,-87.9278
USC00014209,36265,Jacksonville,AL,33.8164,-85.7661
USC00014226,35503,Jasper,AL,33.9047,-87.3153
USC00014274,36752,Lowndesboro,AL,32.3236,-86.7828
USC00014306,36092,Wetumpka,AL,32.6189,-86.2544
USC00014431,36453,Kinston,AL,31.2403,-86.1947
USC00014502,36862,Lafayette,AL,32.9069,-85.4336
USC00014603,35046,Clanton,AL,32.9633,-86.5203
USC00014619,35094,Leeds,AL,33.5444,-86.5275
USC00014798,35470,Livingston,AL,32.5811,-88.1897
USC00014866,35014,Alpine,AL,33.4258,-86.3386
USC00015112,36756,Marion,AL,32.7028,-87.2681
USC00015116,36759,Marion Junction,AL,32.4444,-87.1797
USC00015121,36759,Marion Junction,AL,32.4714,-87.2314
USC00015140,36078,Tallassee,AL,32.6667,-85.9167
USC00015397,36053,Midway,AL,32.0597,-85.4953
USC00015420,36728,Catherine,AL,32.1003,-87.3983
USC00015439,36075,Shorter,AL,32.4419,-85.8889
USC00015465,35136,Rockford,AL,32.8044,-86.4464
USC00015537,35115,Montevallo,AL,33.0981,-86.8658
USC00015553,36116,Montgomery,AL,32.26,-86.2181
USC00015635,35650,Moulton,AL,34.4883,-87.2989
USC00015658,35474,Moundville,AL,32.9964,-87.6319
USC00015752,35661,Muscle Shoals,AL,34.7889,-87.5394
USC00016000,35124,Pelham,AL,33.3264,-86.7561
USC00016121,35121,Oneonta,AL,33.9478,-86.4692
USC00016129,36801,Opelika,AL,32.6592,-85.4492
USC00016196,35760,New Hope,AL,34.5528,-86.445
USC00016246,35126,Pinson,AL,33.745,-86.6417
USC00016334,36916,Pennington,AL,32.2258,-88.0281
USC00016436,36768,Pine Apple,AL,31.8817,-86.9861
USC00016478,35215,Birmingham,AL,33.6906,-86.685
USC00016847,35481,Reform,AL,33.3753,-88.02
USC00016988,36567,Robertsdale,AL,30.5653,-87.7017
USC00017020,35136,Rockford,AL,32.8711,-86.1758
USC00017025,36274,Roanoke,AL,33.1581,-85.2911
USC00017131,35653,Russellville,AL,34.51,-87.7319
USC00017157,35055,Cullman,AL,34.1736,-86.8133
USC00017207,35962,Crossville,AL,34.2878,-85.9681
USC00017304,35768,Scottsboro,AL,34.6736,-86.0536
USC00017326,36875,Seale,AL,32.3217,-85.1683
USC00017366,36701,Selma,AL,32.4111,-87.0144
USC00017947,35586,Sulligent,AL,33.8997,-88.1325
USC00017999,35150,Sylacauga,AL,33.2053,-86.2114
USC00018024,35160,Talladega,AL,33.4164,-86.135
USC00018038,36093,Wetumpka,AL,32.4392,-86.2025
USC00018178,36784,Thomasville,AL,31.9172,-87.7347
USC00018209,35045,Clanton,AL,32.9206,-86.6708
USC00018323,36081,Troy,AL,31.8075,-85.9722
USC00018380,35401,Tuscaloosa,AL,33.2119,-87.6161
USC00018385,35476,Northport,AL,33.2097,-87.5936
USC00018438,36089,Union Springs,AL,32.0142,-85.7464
USC00018469,35984,Mentone,AL,34.5667,-85.6128
USC00018517,35592,Vernon,AL,33.7392,-88.1275
USC00018605,36276,Wadley,AL,33.1167,-85.5667
USC00018608,36276,Wadley,AL,33.1361,-85.5869
USC00018648,35952,Altoona,AL,34.0661,-86.3069
USC00018653,35010,Alexander City,AL,32.7028,-85.8936
USC00018673,35462,Eutaw,AL,32.7744,-87.8306
USC00018755,35903,Gadsden,AL,34.1322,-85.7925
USC00018809,35184,West Blocton,AL,33.1186,-87.1267
USC00018812,35057,Cullman,AL,34.2447,-86.9586
USC00018859,36092,Wetumpka,AL,32.5906,-86.2103
USC00018867,36451,Grove Hill,AL,31.6508,-87.7097
USC00018998,35594,Winfield,AL,33.9111,-87.8475
USC00020060,85390,Wickenburg,AZ,33.9433,-113.1875
USC00020080,85321,Ajo,AZ,32.3697,-112.86
USC00020100,85348,Salome,AZ,34.2281,-113.5778
USC00020159,85920,Alpine,AZ,33.8492,-109.1469
USC00020170,85533,Clifton,AZ,33.6392,-109.3278
USC00020174,85533,Clifton,AZ,33.7383,-109.1167
USC00020287,85735,Tucson,AZ,31.9792,-111.3831
USC00020288,85118,Gold Canyon,AZ,33.4625,-111.4814
USC00020380,85601,Arivaca,AZ,31.5722,-111.335
USC00020404,85123,Arizona City,AZ,32.7306,-111.6917
USC00020498,85132,Florence,AZ,33.0869,-111.2864
USC00020586,86321,Bagdad,AZ,34.5972,-113.1739
USC00020632,85262,Scottsdale,AZ,33.8097,-111.6497
USC00020670,86335,Rimrock,AZ,34.6417,-111.7831
USC00020672,86432,Littlefield,AZ,36.8969,-113.9425
USC00020678,86001,Flagstaff,AZ,35.23,-111.8214
USC00020683,85630,Saint David,AZ,31.8806,-110.2403
USC00020750,86054,Shonto,AZ,36.6778,-110.5411
USC00020775,85603,Bisbee,AZ,31.4475,-109.9289
USC00020808,85550,San Carlos,AZ,33.4783,-109.7517
USC00020871,86024,Happy Jack,AZ,34.6108,-111.1922
USC00020949,85344,Parker,AZ,33.9431,-114.0242
USC00020958,85632,San Simon,AZ,32.325,-109.4917
USC00021001,86022,Fredonia,AZ,36.2147,-112.062
USC00021026,85326,Buckeye,AZ,33.3761,-112.5828
USC00021050,86429,Bullhead City,AZ,35.1411,-114.5686
USC00021169,86045,Tuba City,AZ,35.8833,-111.4
USC00021231,85637,Sonoita,AZ,31.5589,-110.5294
USC00021248,86503,Chinle,AZ,36.1533,-109.5394
USC00021282,85266,Scottsdale,AZ,33.8161,-111.9019
USC00021306,85122,Casa Grande,AZ,32.8878,-111.7117
USC00021314,85128,Coolidge,AZ,32.9947,-111.5367
USC00021330,85602,Benson,AZ,32.3222,-110.4147
USC00021353,85332,Congress,AZ,33.9825,-112.3617
USC00021357,85619,Mount Lemmon,AZ,32.4178,-110.9303
USC00021514,85142,Queen Creek,AZ,33.2058,-111.6819
USC00021574,86336,Sedona,AZ,34.54,-110.9153
USC00021614,86333,Mayer,AZ,34.3494,-111.6981
USC00021654,86323,Chino Valley,AZ,34.7569,-112.4567
USC00021664,85643,Willcox,AZ,32.0061,-109.3572
USC00021849,85533,Clifton,AZ,33.0561,-109.3072
USC00021920,84737,Hurricane,AZ,36.9936,-112.9719
USC00022109,86333,Mayer,AZ,34.305,-112.165
USC00022140,85615,Hereford,AZ,31.3456,-110.2542
USC00022329,86343,Crown King,AZ,34.2097,-112.3453
USC00022434,85347,Roll,AZ,32.9711,-113.4981
USC00022527,86411,Hackberry,AZ,35.2947,-113.3664
USC00022659,85607,Douglas,AZ,31.345,-109.5394
USC00022754,85534,Duncan,AZ,32.7481,-109.1214
USC00022782,85207,Mesa,AZ,33.4192,-111.6444
USC00022790,85328,Cibola,AZ,33.6133,-114.4706
USC00022807,85131,Eloy,AZ,32.7819,-111.5186
USC00023009,86001,Flagstaff,AZ,35.1611,-111.7311
USC00023027,85132,Florence,AZ,33.0364,-111.3881
USC00023110,85643,Willcox,AZ,32.6231,-109.9428
USC00023150,85543,Pima,AZ,33.0094,-109.9855
USC00023160,86001,Flagstaff,AZ,35.2681,-111.7428
USC00023190,85264,Fort McDowell,AZ,33.6028,-111.7131
USC00023250,86021,Colorado City,AZ,36.9414,-112.5258
USC00023303,86505,Ganado,AZ,35.7164,-109.5661
USC00023393,85337,Gila Bend,AZ,32.9481,-112.7131
USC00023448,85541,Payson,AZ,34.1111,-111.2758
USC00023505,85501,Globe,AZ,33.3767,-110.7711
USC00023596,86023,Grand Canyon,AZ,36.0528,-112.1503
USC00023668,85614,Green Valley,AZ,31.8931,-110.9978
USC00023683,85925,Eagar,AZ,34.0219,-109.4519
USC00023828,86024,Happy Jack,AZ,34.7433,-111.4139
USC00023961,85928,Heber,AZ,34.3925,-110.5581
USC00024053,86332,Kirkland,AZ,34.47,-112.8881
USC00024089,86025,Holbrook,AZ,34.9094,-110.1544
USC00024182,199,Tonto National Forest,AZ,33.9825,-111.7139
USC00024391,85544,Pine,AZ,34.4025,-111.6181
USC00024453,86324,Clarkdale,AZ,34.7522,-112.1114
USC00024586,86034,Keams Canyon,AZ,35.8111,-110.1917
USC00024590,85137,Kearny,AZ,33.0483,-110.9125
USC00024645,86401,Kingman,AZ,35.2,-114.0167
USC00024675,85634,Sells,AZ,31.96,-111.5972
USC00024686,86505,Ganado,AZ,35.55,-109.7
USC00024702,85356,Wellton,AZ,33.2742,-113.9653
USC00024759,86403,Lake Havasu City,AZ,34.45,-114.3667
USC00024761,86403,Lake Havasu City,AZ,34.5031,-114.3603
USC00024829,85048,Phoenix,AZ,33.3369,-112.1472
USC00024849,86036,Marble Canyon,AZ,36.8644,-111.6022
USC00024977,85395,Goodyear,AZ,33.4992,-112.3631
USC00025129,86507,Lukachukai,AZ,36.4192,-109.2269
USC00025270,85339,Laveen,AZ,33.1139,-112.0303
USC00025412,85901,Show Low,AZ,34.1142,-109.8589
USC00025418,85617,Mc Neal,AZ,31.6017,-109.6686
USC00025426,86444,Meadview,AZ,36.0183,-114.0681
USC00025467,85201,Mesa,AZ,33.4114,-111.8183
USC00025512,85539,Miami,AZ,33.4044,-110.87
USC00025635,86322,Camp Verde,AZ,34.6106,-111.8381
USC00025665,86033,Kayenta,AZ,36.9853,-110.12
USC00025700,85264,Fort McDowell,AZ,33.5544,-111.4425
USC00025780,86001,Flagstaff,AZ,34.9364,-111.6392
USC00025825,85544,Pine,AZ,34.3222,-111.4533
USC00025908,85747,Tucson,AZ,32.1167,-110.6833
USC00025924,85648,Rio Rico,AZ,31.4553,-110.9681
USC00026037,86336,Sedona,AZ,34.9589,-111.7553
USC00026119,85623,Oracle,AZ,32.6025,-110.7344
USC00026132,14,West Pima County,AZ,31.9556,-112.8003
USC00026180,86040,Page,AZ,36.9208,-111.4483
USC00026190,86502,Chambers,AZ,35.0681,-109.7689
USC00026194,85326,Buckeye,AZ,33.0772,-113.0317
USC00026242,85632,San Simon,AZ,31.9353,-109.2186
USC00026250,85344,Parker,AZ,34.1547,-114.2897
USC00026282,85624,Patagonia,AZ,31.5481,-110.7517
USC00026328,86434,Peach Springs,AZ,35.5406,-113.4236
USC00026353,85625,Pearce,AZ,31.9356,-109.8378
USC00026468,86025,Holbrook,AZ,34.7994,-109.885
USC00026471,86022,Fredonia,AZ,36.1383,-112.0958
USC00026513,85131,Eloy,AZ,32.6464,-111.4017
USC00026597,85901,Show Low,AZ,34.1167,-109.9333
USC00026601,85935,Pinetop,AZ,34.1242,-109.9219
USC00026603,85255,Scottsdale,AZ,33.7275,-111.8606
USC00026616,86021,Colorado City,AZ,36.8586,-112.7386
USC00026653,85541,Payson,AZ,34.0989,-110.9442
USC00026716,85632,San Simon,AZ,31.8828,-109.2058
USC00026796,86301,Prescott,AZ,34.5706,-112.4322
USC00026840,85541,Payson,AZ,33.8556,-111.3064
USC00026865,85344,Parker,AZ,33.665,-114.2272
USC00027036,85602,Benson,AZ,32.3903,-110.4667
USC00027281,85545,Roosevelt,AZ,33.6731,-111.1508
USC00027334,85610,Elfrida,AZ,31.7561,-109.4131
USC00027370,85128,Coolidge,AZ,33.0722,-111.7661
USC00027390,85546,Safford,AZ,32.815,-109.6808
USC00027435,85936,Saint Johns,AZ,34.5172,-109.4028
USC00027462,85348,Salome,AZ,33.6833,-113.4833
USC00027480,85192,Winkelman,AZ,33.1819,-110.5261
USC00027488,86502,Chambers,AZ,35.2239,-109.3222
USC00027530,85631,San Manuel,AZ,32.6014,-110.6339
USC00027560,85632,San Simon,AZ,32.2714,-109.2256
USC00027593,85614,Green Valley,AZ,31.7625,-110.8464
USC00027619,85736,Tucson,AZ,31.4831,-111.5436
USC00027622,85736,Tucson,AZ,31.6036,-111.6022
USC00027625,85736,Tucson,AZ,31.5717,-111.5056
USC00027708,86336,Sedona,AZ,34.8956,-111.7644
USC00027716,86046,Williams,AZ,35.3322,-112.8797
USC00027855,85901,Show Low,AZ,34.2639,-110.0075
USC00027880,85635,Sierra Vista,AZ,31.5553,-110.2847
USC00028012,85937,Snowflake,AZ,34.5081,-110.0839
USC00028018,85928,Heber,AZ,34.5,-110.3333
USC00028112,85041,Phoenix,AZ,33.3814,-112.07
USC00028162,85925,Eagar,AZ,34.1311,-109.275
USC00028214,85215,Mesa,AZ,33.5575,-111.5358
USC00028329,86004,Flagstaff,AZ,35.3694,-111.5436
USC00028348,85173,Superior,AZ,33.3003,-111.0972
USC00028349,85173,Superior,AZ,33.305,-111.0672
USC00028396,85347,Roll,AZ,32.7225,-113.9192
USC00028468,86514,Teec Nos Pos,AZ,36.9233,-109.09
USC00028499,85287,Tempe,AZ,33.4258,-111.9217
USC00028516,86445,Willow Beach,AZ,36.03,-114.3289
USC00028598,85043,Phoenix,AZ,33.4519,-112.2433
USC00028619,85638,Tombstone,AZ,31.7119,-110.0686
USC00028641,85354,Tonopah,AZ,33.4203,-112.86
USC00028650,85541,Payson,AZ,34.3839,-111.0972
USC00028792,86045,Tuba City,AZ,36.1306,-111.2436
USC00028795,85743,Tucson,AZ,32.2542,-111.1961
USC00028796,85716,Tucson,AZ,32.2817,-110.9442
USC00028800,85715,Tucson,AZ,32.25,-110.8333
USC00028815,85701,Tucson,AZ,32.2292,-110.9536
USC00028817,85705,Tucson,AZ,32.2581,-111.0053
USC00028865,85640,Tumacacori,AZ,31.5678,-111.0497
USC00028904,86324,Clarkdale,AZ,34.7706,-112.0264
USC00028998,85747,Tucson,AZ,32.1264,-110.7247
USC00029114,84741,Kanab,AZ,36.9953,-111.4914
USC00029156,86004,Flagstaff,AZ,35.1706,-111.5067
USC00029158,86305,Prescott,AZ,34.9281,-112.8097
USC00029166,85332,Congress,AZ,34.3117,-112.562
USC00029271,85901,Show Low,AZ,33.8214,-109.9839
USC00029287,85390,Wickenburg,AZ,33.9792,-112.7403
USC00029309,86406,Lake Havasu City,AZ,34.7061,-113.6136
USC00029334,85643,Willcox,AZ,32.2553,-109.8369
USC00029359,86046,Williams,AZ,35.2406,-112.1903
USC00029376,86445,Willow Beach,AZ,35.8686,-114.6611
USC00029410,86505,Ganado,AZ,35.6169,-109.1244
USC00029464,85361,Wittmann,AZ,33.7478,-112.5983
USC00029542,86001,Flagstaff,AZ,35.5247,-111.3703
USC00029562,85615,Hereford,AZ,31.4517,-110.2267
USC00029634,85351,Sun City,AZ,33.595,-112.3014
USC00029645,86442,Bullhead City,AZ,34.8775,-114.1344
USC00029652,85350,Somerton,AZ,32.6114,-114.635
USC00029656,92283,Winterhaven,AZ,32.7278,-114.6217
USC00030006,72944,Mansfield,AR,35.0764,-94.2025
USC00030064,72410,Alicia,AR,35.9289,-91.0583
USC00030130,72122,Paron,AR,34.7961,-92.8417
USC00030150,71921,Amity,AR,34.2808,-93.4614
USC00030220,71923,Arkadelphia,AR,34.1433,-93.0589
USC00030234,71630,Arkansas City,AR,33.6061,-91.2186
USC00030240,72055,Gillett,AR,34.025,-91.3444
USC00030286,71822,Ashdown,AR,33.6194,-94.0994
USC00030300,71971,Umpire,AR,34.3253,-93.9811
USC00030326,72006,Augusta,AR,35.2894,-91.3533
USC00030458,72501,Batesville,AR,35.8306,-91.7944
USC00030460,72501,Batesville,AR,35.76,-91.6389
USC00030536,72347,Hickory Ridge,AR,35.4583,-91.0561
USC00030582,72015,Benton,AR,34.5675,-92.6006
USC00030586,72712,Bentonville,AR,36.3219,-94.215
USC00030616,72616,Berryville,AR,36.4294,-93.6256
USC00030618,72616,Berryville,AR,36.3603,-93.5514
USC00030664,71953,Mena,AR,34.4619,-93.9983
USC00030746,72415,Black Rock,AR,36.1067,-91.1039
USC00030764,71956,Mountain Pine,AR,34.5697,-93.1947
USC00030798,72842,Havana,AR,35.1161,-93.6506
USC00030806,72315,Blytheville,AR,35.9239,-89.9044
USC00030814,71973,Wickes,AR,34.3267,-94.4122
USC00030832,72927,Booneville,AR,35.0931,-93.9258
USC00030936,72021,Brinkley,AR,34.8822,-91.2153
USC00031102,72023,Cabot,AR,34.9817,-92.0064
USC00031132,72519,Calico Rock,AR,36.1092,-92.1636
USC00031140,71730,El Dorado,AR,33.3111,-92.485
USC00031152,71701,Camden,AR,33.59,-92.8236
USC00031191,71644,Grady,AR,33.9153,-91.7711
USC00031310,72027,Center Ridge,AR,35.3228,-92.5672
USC00031328,72834,Dardanelle,AR,35.1125,-93.1661
USC00031442,72029,Clarendon,AR,34.68,-91.2208
USC00031455,72830,Clarksville,AR,35.4833,-93.45
USC00031457,72830,Clarksville,AR,35.5328,-93.4036
USC00031459,72830,Clarksville,AR,35.4564,-93.4425
USC00031492,72031,Clinton,AR,35.5836,-92.4511
USC00031508,72832,Coal Hill,AR,35.4364,-93.6717
USC00031596,72032,Conway,AR,35.0833,-92.4294
USC00031632,72422,Corning,AR,36.4197,-90.5858
USC00031666,71937,Cove,AR,34.4314,-94.4175
USC00031730,71635,Crossett,AR,33.1111,-91.9481
USC00031750,72210,Little Rock,AR,34.6886,-92.45
USC00031829,72039,Damascus,AR,35.4033,-92.3828
USC00031834,72833,Danville,AR,35.0375,-93.3947
USC00031838,72802,Russellville,AR,35.2342,-93.1675
USC00031900,72628,Deer,AR,35.8272,-93.2044
USC00031948,71832,De Queen,AR,34.0464,-94.3481
USC00031962,71638,Dermott,AR,33.5597,-91.385
USC00031968,72040,Des Arc,AR,34.9772,-91.4978
USC00031980,72774,West Fork,AR,35.78,-94.2517
USC00032015,71833,Dierks,AR,34.1267,-94.0172
USC00032020,71833,Dierks,AR,34.1475,-94.0889
USC00032148,71639,Dumas,AR,33.8847,-91.5317
USC00032355,71640,Eudora,AR,33.1144,-91.2628
USC00032356,72631,Eureka Springs,AR,36.4164,-93.7917
USC00032366,72532,Evening Shade,AR,36.0717,-91.6169
USC00032444,72704,Fayetteville,AR,36.1006,-94.1744
USC00032475,71635,Crossett,AR,33.0597,-92.1236
USC00032540,71742,Fordyce,AR,33.8228,-92.3989
USC00032670,71854,Texarkana,AR,33.6128,-93.8136
USC00032700,72537,Gamaliel,AR,36.4153,-92.2456
USC00032760,72143,Searcy,AR,35.1261,-91.4533
USC00032794,72675,Saint Joe,AR,35.9914,-92.7147
USC00032842,71943,Glenwood,AR,34.3217,-93.5617
USC00032922,72838,Gravelly,AR,34.8758,-93.6761
USC00032930,72736,Gravette,AR,36.4261,-94.4481
USC00032946,72638,Green Forest,AR,36.3392,-93.4278
USC00032962,72058,Greenbrier,AR,35.2353,-92.3619
USC00032978,72581,Tumbling Shoals,AR,35.5206,-91.9997
USC00033019,72112,Newport,AR,35.68,-91.1653
USC00033132,72542,Hardy,AR,36.2747,-91.5056
USC00033164,72601,Harrison,AR,36.1956,-93.1061
USC00033200,72063,Hattieville,AR,35.2872,-92.7875
USC00033242,72342,Helena,AR,34.5211,-90.59
USC00033361,72740,Huntsville,AR,36.2769,-93.8214
USC00033428,71801,Hope,AR,33.7089,-93.5561
USC00033438,71935,Caddo Gap,AR,34.3608,-93.6817
USC00033442,71842,Horatio,AR,33.935,-94.3586
USC00033466,71901,Hot Springs National Park,AR,34.5128,-93.0486
USC00033544,72740,Huntsville,AR,36.07,-93.7522
USC00033704,71909,Hot Springs Village,AR,34.6719,-93.0747
USC00033734,72401,Jonesboro,AR,35.8489,-90.6589
USC00033821,72351,Keiser,AR,35.6872,-90.0964
USC00033862,72046,England,AR,34.6033,-91.9928
USC00033909,72742,Kingston,AR,36.0086,-93.5206
USC00033910,72740,Huntsville,AR,36.1197,-93.5772
USC00034010,72135,Roland,AR,34.8511,-92.4889
USC00034106,72644,Lead Hill,AR,36.4194,-92.9158
USC00034134,72084,Leola,AR,34.1742,-92.5947
USC00034185,71845,Lewisville,AR,33.3614,-93.5675
USC00034290,72837,Dover,AR,35.5194,-93.1972
USC00034528,72335,Forrest City,AR,35.0264,-90.7347
USC00034548,71753,Magnolia,AR,33.295,-93.2325
USC00034562,72104,Malvern,AR,34.3947,-92.8364
USC00034572,65791,Thayer,AR,36.4947,-91.535
USC00034638,72360,Marianna,AR,34.7392,-90.7664
USC00034666,72650,Marshall,AR,35.9156,-92.6394
USC00034711,72101,Mc Crory,AR,35.2539,-91.1892
USC00034746,72556,Melbourne,AR,36.0822,-91.9822
USC00034756,71953,Mena,AR,34.5731,-94.2494
USC00034777,72937,Hackett,AR,35.0958,-94.3547
USC00034839,71822,Ashdown,AR,33.6772,-93.9903
USC00034936,71651,Jersey,AR,33.3014,-92.3658
USC00034938,72110,Morrilton,AR,35.1581,-92.7672
USC00034988,71957,Mount Ida,AR,34.5408,-93.5878
USC00035018,72946,Mountainburg,AR,35.6494,-94.1542
USC00035036,72653,Mountain Home,AR,36.3458,-92.3939
USC00035046,72560,Mountain View,AR,35.8444,-92.0978
USC00035079,71958,Murfreesboro,AR,34.0783,-93.7019
USC00035112,71852,Nashville,AR,33.9294,-93.8583
USC00035160,72956,Van Buren,AR,35.5756,-94.3811
USC00035177,71852,Nashville,AR,34.1469,-93.8936
USC00035186,72112,Newport,AR,35.6042,-91.2744
USC00035200,72126,Perryville,AR,34.9553,-93.1594
USC00035354,72717,Canehill,AR,35.7803,-94.4161
USC00035358,71961,Oden,AR,34.6008,-93.7667
USC00035376,71859,Saratoga,AR,33.7667,-93.9167
USC00035498,72019,Benton,AR,34.6133,-92.7742
USC00035508,72949,Ozark,AR,35.4833,-93.8167
USC00035512,72949,Ozark,AR,35.5125,-93.8683
USC00035563,72450,Paragould,AR,36.0336,-90.4978
USC00035591,72950,Parks,AR,34.7844,-93.9786
USC00035691,72125,Perry,AR,35.0442,-92.7956
USC00035754,71603,Pine Bluff,AR,34.2256,-92.0189
USC00035760,71961,Oden,AR,34.5833,-93.9011
USC00035820,72455,Pocahontas,AR,36.2639,-90.9681
USC00035831,72432,Harrisburg,AR,35.5325,-90.6872
USC00035866,71663,Portland,AR,33.2511,-91.5058
USC00035900,72753,Prairie Grove,AR,35.9828,-94.3061
USC00035908,71857,Prescott,AR,33.8203,-93.3878
USC00036008,72951,Ratcliff,AR,35.305,-93.8767
USC00036174,71665,Rison,AR,33.9539,-92.2019
USC00036253,71662,Pickens,AR,33.8103,-91.2778
USC00036376,72029,Clarendon,AR,34.3703,-91.1242
USC00036380,63933,Campbell,AR,36.4547,-90.1458
USC00036393,72760,Saint Paul,AR,35.8236,-93.7672
USC00036403,72576,Salem,AR,36.3561,-91.8036
USC00036506,72081,Judsonia,AR,35.2683,-91.7164
USC00036562,72150,Sheridan,AR,34.3019,-92.3914
USC00036768,71763,Sparkman,AR,33.9153,-92.8267
USC00036918,72160,Stuttgart,AR,34.4764,-91.5381
