,Date,Time,Datetime,Team,Park,Address,Latitude,Longitude,Region,Dome Flag,Last Game of Homestead Flag,Double Header Flag
0,2022-04-07,7:00 pm,2022-04-07 19:00:00,Los Angeles Angels,Angel Stadium of Anaheim,"2000 Gene Autry Way, Anaheim, CA. 92806",33.799572,-117.889031,Pacific,0,0,0
1,2022-04-07,7:00 pm,2022-04-07 19:00:00,St. Louis Cardinals,Busch Stadium,"250 Stadium Plaza, St. Louis, MO 63102",38.629683,-90.188247,Midwest,0,0,0
2,2022-04-07,7:00 pm,2022-04-07 19:00:00,Arizona D'Backs,Chase Field,"P.O. Box 2095, Phoenix, AZ. 85001",33.452922,-112.038669,Pacific,0,0,0
3,2022-04-07,7:00 pm,2022-04-07 19:00:00,Kansas City Royals,Kauffman Stadium,"P.O. Boz 419969, Kansas City, MO 64141",39.10222,-94.583559,Midwest,0,0,0
4,2022-04-07,7:00 pm,2022-04-07 19:00:00,Washington Nationals,Nationals Park,"1500 South Capitol Street SE, Washington, DC",38.87,-77.01,Northeast,0,0,0
5,2022-04-07,7:00 pm,2022-04-07 19:00:00,Atlanta Braves,SunTrust Park,"P.O. Box 4064, Atlanta, GA. 30302",33.74691,-84.391239,Southeast,0,0,0
6,2022-04-07,7:00 pm,2022-04-07 19:00:00,Chicago Cubs,Wrigley Field,"1060 Addison Street, Chicago, IL 60616",41.947201,-87.656413,Midwest,0,0,0
7,2022-04-08,7:00 pm,2022-04-08 19:00:00,Los Angeles Angels,Angel Stadium of Anaheim,"2000 Gene Autry Way, Anaheim, CA. 92806",33.799572,-117.889031,Pacific,0,0,0
8,2022-04-08,7:00 pm,2022-04-08 19:00:00,Arizona D'Backs,Chase Field,"P.O. Box 2095, Phoenix, AZ. 85001",33.452922,-112.038669,Pacific,0,0,0
9,2022-04-08,7:00 pm,2022-04-08 19:00:00,Philadelphia Phillies,Citizens Bank Park,"P.O. Box 7575, Philadelphia, PA 19101",39.952313,-75.162392,Northeast,0,0,0
10,2022-04-08,7:00 pm,2022-04-08 19:00:00,Detroit Tigers,Comerica Park,"2100 Woodward Ave., Detroit, MI 48201",42.346354,-83.059619,Midwest,0,0,0
11,2022-04-08,7:00 pm,2022-04-08 19:00:00,Colorado Rockies,Coors Field,"2001 Blake Street, Denver, CO 80205-2000",39.75698,-104.965329,Rocky Mountains,0,0,0
12,2022-04-08,7:00 pm,2022-04-08 19:00:00,Washington Nationals,Nationals Park,"1500 South Capitol Street SE, Washington, DC",38.87,-77.01,Northeast,0,0,0
13,2022-04-08,7:00 pm,2022-04-08 19:00:00,San Francisco Giants,Oracle Park,"24 Willie Mays Plaza, San Francisco, CA 94107",37.77987,-122.389754,Pacific,0,0,0
14,2022-04-08,7:00 pm,2022-04-08 19:00:00,Toronto Blue Jays,Rogers Centre,"1 Blue Jay Way, Suite 3200, Toronto, ONT M5V 1J1",43.641653,-79.3917,Midwest,1,0,0
15,2022-04-08,7:00 pm,2022-04-08 19:00:00,Atlanta Braves,SunTrust Park,"P.O. Box 4064, Atlanta, GA. 30302",33.74691,-84.391239,Southeast,0,0,0
16,2022-04-08,7:00 pm,2022-04-08 19:00:00,Minnesota Twins,Target Field,"501 Chicago Ave. S., Minneapolis, MN 55415",44.974346,-93.259616,Midwest,0,0,0
17,2022-04-08,7:00 pm,2022-04-08 19:00:00,Tampa Bay Rays,Tropicana Field,"1 Tropicana Drive, St. Petersburg, FL 33705",27.768487,-82.648191,Southeast,1,0,0
18,2022-04-08,7:00 pm,2022-04-08 19:00:00,New York Yankees,Yankee Stadium,"E. 161 Street & River Ave., New York, NY 10451",40.819782,-73.929939,Northeast,0,0,0
19,2022-04-09,7:00 pm,2022-04-09 19:00:00,Los Angeles Angels,Angel Stadium of Anaheim,"2000 Gene Autry Way, Anaheim, CA. 92806",33.799572,-117.889031,Pacific,0,0,0
20,2022-04-09,7:00 pm,2022-04-09 19:00:00,St. Louis Cardinals,Busch Stadium,"250 Stadium Plaza, St. Louis, MO 63102",38.629683,-90.188247,Midwest,0,0,0
21,2022-04-09,7:00 pm,2022-04-09 19:00:00,Arizona D'Backs,Chase Field,"P.O. Box 2095, Phoenix, AZ. 85001",33.452922,-112.038669,Pacific,0,0,0
22,2022-04-09,7:00 pm,2022-04-09 19:00:00,Philadelphia Phillies,Citizens Bank Park,"P.O. Box 7575, Philadelphia, PA 19101",39.952313,-75.162392,Northeast,0,0,0
23,2022-04-09,7:00 pm,2022-04-09 19:00:00,Detroit Tigers,Comerica Park,"2100 Woodward Ave., Detroit, MI 48201",42.346354,-83.059619,Midwest,0,0,0
24,2022-04-09,7:00 pm,2022-04-09 19:00:00,Colorado Rockies,Coors Field,"2001 Blake Street, Denver, CO 80205-2000",39.75698,-104.965329,Rocky Mountains,0,0,0
25,2022-04-09,7:00 pm,2022-04-09 19:00:00,Kansas City Royals,Kauffman Stadium,"P.O. Boz 419969, Kansas City, MO 64141",39.10222,-94.583559,Midwest,0,0,0
26,2022-04-09,7:00 pm,2022-04-09 19:00:00,Washington Nationals,Nationals Park,"1500 South Capitol Street SE, Washington, DC",38.87,-77.01,Northeast,0,0,0
27,2022-04-09,7:00 pm,2022-04-09 19:00:00,San Francisco Giants,Oracle Park,"24 Willie Mays Plaza, San Francisco, CA 94107",37.77987,-122.389754,Pacific,0,0,0
28,2022-04-09,7:00 pm,2022-04-09 19:00:00,Toronto Blue Jays,Rogers Centre,"1 Blue Jay Way, Suite 3200, Toronto, ONT M5V 1J1",43.641653,-79.3917,Midwest,1,0,0
29,2022-04-09,7:00 pm,2022-04-09 19:00:00,Atlanta Braves,SunTrust Park,"P.O. Box 4064, Atlanta, GA. 30302",33.74691,-84.391239,Southeast,0,0,0
30,2022-04-09,7:00 pm,2022-04-09 19:00:00,Minnesota Twins,Target Field,"501 Chicago Ave. S., Minneapolis, MN 55415",44.974346,-93.259616,Midwest,0,0,0
31,2022-04-09,7:00 pm,2022-04-09 19:00:00,Tampa Bay Rays,Tropicana Field,"1 Tropicana Drive, St. Petersburg, FL 33705",27.768487,-82.648191,Southeast,1,0,0
32,2022-04-09,7:00 pm,2022-04-09 19:00:00,Chicago Cubs,Wrigley Field,"1060 Addison Street, Chicago, IL 60616",41.947201,-87.656413,Midwest,0,0,0
33,2022-04-09,7:00 pm,2022-04-09 19:00:00,New York Yankees,Yankee Stadium,"E. 161 Street & River Ave., New York, NY 10451",40.819782,-73.929939,Northeast,0,0,0
34,2022-04-10,7:00 pm,2022-04-10 19:00:00,Los Angeles Angels,Angel Stadium of Anaheim,"2000 Gene Autry Way, Anaheim, CA. 92806",33.799572,-117.889031,Pacific,0,0,0
35,2022-04-10,7:00 pm,2022-04-10 19:00:00,St. Louis Cardinals,Busch Stadium,"250 Stadium Plaza, St. Louis, MO 63102",38.629683,-90.188247,Midwest,0,0,0
36,2022-04-10,7:00 pm,2022-04-10 19:00:00,Arizona D'Backs,Chase Field,"P.O. Box 2095, Phoenix, AZ. 85001",33.452922,-112.038669,Pacific,0,0,0
37,2022-04-10,7:00 pm,2022-04-10 19:00:00,Philadelphia Phillies,Citizens Bank Park,"P.O. Box 7575, Philadelphia, PA 19101",39.952313,-75.162392,Northeast,0,0,0
38,2022-04-10,7:00 pm,2022-04-10 19:00:00,Detroit Tigers,Comerica Park,"2100 Woodward Ave., Detroit, MI 48201",42.346354,-83.059619,Midwest,0,0,0
39,2022-04-10,7:00 pm,2022-04-10 19:00:00,Colorado Rockies,Coors Field,"2001 Blake Street, Denver, CO 80205-2000",39.75698,-104.965329,Rocky Mountains,0,1,0
40,2022-04-10,7:00 pm,2022-04-10 19:00:00,Kansas City Royals,Kauffman Stadium,"P.O. Boz 419969, Kansas City, MO 64141",39.10222,-94.583559,Midwest,0,0,0
41,2022-04-10,7:00 pm,2022-04-10 19:00:00,Washington Nationals,Nationals Park,"1500 South Capitol Street SE, Washington, DC",38.87,-77.01,Northeast,0,1,0
42,2022-04-10,7:00 pm,2022-04-10 19:00:00,San Francisco Giants,Oracle Park,"24 Willie Mays Plaza, San Francisco, CA 94107",37.77987,-122.389754,Pacific,0,0,0
43,2022-04-10,7:00 pm,2022-04-10 19:00:00,Toronto Blue Jays,Rogers Centre,"1 Blue Jay Way, Suite 3200, Toronto, ONT M5V 1J1",43.641653,-79.3917,Midwest,1,1,0
44,2022-04-10,7:00 pm,2022-04-10 19:00:00,Atlanta Braves,SunTrust Park,"P.O. Box 4064, Atlanta, GA. 30302",33.74691,-84.391239,Southeast,0,0,0
45,2022-04-10,7:00 pm,2022-04-10 19:00:00,Minnesota Twins,Target Field,"501 Chicago Ave. S., Minneapolis, MN 55415",44.974346,-93.259616,Midwest,0,0,0
46,2022-04-10,7:00 pm,2022-04-10 19:00:00,Tampa Bay Rays,Tropicana Field,"1 Tropicana Drive, St. Petersburg, FL 33705",27.768487,-82.648191,Southeast,1,0,0
47,2022-04-10,7:00 pm,2022-04-10 19:00:00,Chicago Cubs,Wrigley Field,"1060 Addison Street, Chicago, IL 60616",41.947201,-87.656413,Midwest,0,1,0
48,2022-04-10,7:00 pm,2022-04-10 19:00:00,New York Yankees,Yankee Stadium,"E. 161 Street & River Ave., New York, NY 10451",40.819782,-73.929939,Northeast,0,0,0
49,2022-04-11,7:00 pm,2022-04-11 19:00:00,Los Angeles Angels,Angel Stadium of Anaheim,"2000 Gene Autry Way, Anaheim, CA. 92806",33.799572,-117.889031,Pacific,0,0,0
50,2022-04-11,7:00 pm,2022-04-11 19:00:00,Philadelphia Phillies,Citizens Bank Park,"P.O. Box 7575, Philadelphia, PA 19101",39.952313,-75.162392,Northeast,0,0,0
51,2022-04-11,7:00 pm,2022-04-11 19:00:00,Detroit Tigers,Comerica Park,"2100 Woodward Ave., Detroit, MI 48201",42.346354,-83.059619,Midwest,0,0,0
52,2022-04-11,7:00 pm,2022-04-11 19:00:00,Texas Rangers,Globe Life Park in Arlington,"1000 Ballpark Way, Arlington, TX 76011",32.750156,-97.081117,Southwest,0,0,0
53,2022-04-11,7:00 pm,2022-04-11 19:00:00,Kansas City Royals,Kauffman Stadium,"P.O. Boz 419969, Kansas City, MO 64141",39.10222,-94.583559,Midwest,0,1,0
54,2022-04-11,7:00 pm,2022-04-11 19:00:00,San Francisco Giants,Oracle Park,"24 Willie Mays Plaza, San Francisco, CA 94107",37.77987,-122.389754,Pacific,0,0,0
55,2022-04-11,7:00 pm,2022-04-11 19:00:00,Baltimore Orioles,Oriole Park at Camden Yards,"333 W. Camden Street, Baltimore, MD. 21201",39.285243,-76.620103,Northeast,0,0,0
56,2022-04-11,7:00 pm,2022-04-11 19:00:00,Atlanta Braves,SunTrust Park,"P.O. Box 4064, Atlanta, GA. 30302",33.74691,-84.391239,Southeast,0,0,0
57,2022-04-11,7:00 pm,2022-04-11 19:00:00,Minnesota Twins,Target Field,"501 Chicago Ave. S., Minneapolis, MN 55415",44.974346,-93.259616,Midwest,0,0,0
58,2022-04-11,7:00 pm,2022-04-11 19:00:00,Tampa Bay Rays,Tropicana Field,"1 Tropicana Drive, St. Petersburg, FL 33705",27.768487,-82.648191,Southeast,1,0,0
59,2022-04-11,7:00 pm,2022-04-11 19:00:00,New York Yankees,Yankee Stadium,"E. 161 Street & River Ave., New York, NY 10451",40.819782,-73.929939,Northeast,0,0,0
60,2022-04-12,7:00 pm,2022-04-12 19:00:00,Los Angeles Angels,Angel Stadium of Anaheim,"2000 Gene Autry Way, Anaheim, CA. 92806",33.799572,-117.889031,Pacific,0,1,0
61,2022-04-12,7:00 pm,2022-04-12 19:00:00,St. Louis Cardinals,Busch Stadium,"250 Stadium Plaza, St. Louis, MO 63102",38.629683,-90.188247,Midwest,0,1,0
62,2022-04-12,7:00 pm,2022-04-12 19:00:00,Arizona D'Backs,Chase Field,"P.O. Box 2095, Phoenix, AZ. 85001",33.452922,-112.038669,Pacific,0,0,0
63,2022-04-12,7:00 pm,2022-04-12 19:00:00,Philadelphia Phillies,Citizens Bank Park,"P.O. Box 7575, Philadelphia, PA 19101",39.952313,-75.162392,Northeast,0,0,0
64,2022-04-12,7:00 pm,2022-04-12 19:00:00,Detroit Tigers,Comerica Park,"2100 Woodward Ave., Detroit, MI 48201",42.346354,-83.059619,Midwest,0,0,0
65,2022-04-12,7:00 pm,2022-04-12 19:00:00,Texas Rangers,Globe Life Park in Arlington,"1000 Ballpark Way, Arlington, TX 76011",32.750156,-97.081117,Southwest,0,0,0
66,2022-04-12,7:00 pm,2022-04-12 19:00:00,Cincinnati Reds,Great American Ball Park,"100 Cinergy Field, Cincinnati, OH 45202",39.107183,-84.507713,Midwest,0,0,0
67,2022-04-12,7:00 pm,2022-04-12 19:00:00,Chicago White Sox,Guaranteed Rate Field,"333 W. 35th Street, Chicago, IL 60616",41.830883,-87.635083,Midwest,0,0,0
68,2022-04-12,7:00 pm,2022-04-12 19:00:00,San Francisco Giants,Oracle Park,"24 Willie Mays Plaza, San Francisco, CA 94107",37.77987,-122.389754,Pacific,0,0,0
69,2022-04-12,7:00 pm,2022-04-12 19:00:00,Baltimore Orioles,Oriole Park at Camden Yards,"333 W. Camden Street, Baltimore, MD. 21201",39.285243,-76.620103,Northeast,0,0,0
70,2022-04-12,7:00 pm,2022-04-12 19:00:00,Pittsburgh Pirates,PNC Park,"600 Stadium Circle, Pittsburgh, PA 15212",40.461503,-80.008924,Northeast,0,0,0
71,2022-04-12,7:00 pm,2022-04-12 19:00:00,Atlanta Braves,SunTrust Park,"P.O. Box 4064, Atlanta, GA. 30302",33.74691,-84.391239,Southeast,0,0,0
72,2022-04-12,7:00 pm,2022-04-12 19:00:00,Minnesota Twins,Target Field,"501 Chicago Ave. S., Minneapolis, MN 55415",44.974346,-93.259616,Midwest,0,0,0
73,2022-04-12,7:00 pm,2022-04-12 19:00:00,Tampa Bay Rays,Tropicana Field,"1 Tropicana Drive, St. Petersburg, FL 33705",27.768487,-82.648191,Southeast,1,0,0
74,2022-04-12,7:00 pm,2022-04-12 19:00:00,New York Yankees,Yankee Stadium,"E. 161 Street & River Ave., New York, NY 10451",40.819782,-73.929939,Northeast,0,0,0
75,2022-04-13,7:00 pm,2022-04-13 19:00:00,Arizona D'Backs,Chase Field,"P.O. Box 2095, Phoenix, AZ. 85001",33.452922,-112.038669,Pacific,0,1,0
76,2022-04-13,7:00 pm,2022-04-13 19:00:00,Philadelphia Phillies,Citizens Bank Park,"P.O. Box 7575, Philadelphia, PA 19101",39.952313,-75.162392,Northeast,0,1,0
77,2022-04-13,7:00 pm,2022-04-13 19:00:00,Detroit Tigers,Comerica Park,"2100 Woodward Ave., Detroit, MI 48201",42.346354,-83.059619,Midwest,0,1,0
78,2022-04-13,7:00 pm,2022-04-13 19:00:00,Cincinnati Reds,Great American Ball Park,"100 Cinergy Field, Cincinnati, OH 45202",39.107183,-84.507713,Midwest,0,1,0
79,2022-04-13,7:00 pm,2022-04-13 19:00:00,Chicago White Sox,Guaranteed Rate Field,"333 W. 35th Street, Chicago, IL 60616",41.830883,-87.635083,Midwest,0,0,0
80,2022-04-13,7:00 pm,2022-04-13 19:00:00,San Francisco Giants,Oracle Park,"24 Willie Mays Plaza, San Francisco, CA 94107",37.77987,-122.389754,Pacific,0,1,0
81,2022-04-13,7:00 pm,2022-04-13 19:00:00,Baltimore Orioles,Oriole Park at Camden Yards,"333 W. Camden Street, Baltimore, MD. 21201",39.285243,-76.620103,Northeast,0,0,0
82,2022-04-13,7:00 pm,2022-04-13 19:00:00,Pittsburgh Pirates,PNC Park,"600 Stadium Circle, Pittsburgh, PA 15212",40.461503,-80.008924,Northeast,0,0,0
83,2022-04-13,7:00 pm,2022-04-13 19:00:00,Atlanta Braves,SunTrust Park,"P.O. Box 4064, Atlanta, GA. 30302",33.74691,-84.391239,Southeast,0,1,0
84,2022-04-13,7:00 pm,2022-04-13 19:00:00,Minnesota Twins,Target Field,"501 Chicago Ave. S., Minneapolis, MN 55415",44.974346,-93.259616,Midwest,0,1,0
85,2022-04-13,7:00 pm,2022-04-13 19:00:00,Tampa Bay Rays,Tropicana Field,"1 Tropicana Drive, St. Petersburg, FL 33705",27.768487,-82.648191,Southeast,1,0,0
86,2022-04-13,7:00 pm,2022-04-13 19:00:00,New York Yankees,Yankee Stadium,"E. 161 Street & River Ave., New York, NY 10451",40.819782,-73.929939,Northeast,0,0,0
87,2022-04-14,7:00 pm,2022-04-14 19:00:00,Colorado Rockies,Coors Field,"2001 Blake Street, Denver, CO 80205-2000",39.75698,-104.965329,Rocky Mountains,0,0,0
88,2022-04-14,7:00 pm,2022-04-14 19:00:00,Los Angeles Dodgers,Dodger Stadium,"1000 Elysian Park Ave., Los Angeles, CA 90012",34.072437,-118.246879,Pacific,0,0,0
89,2022-04-14,7:00 pm,2022-04-14 19:00:00,Texas Rangers,Globe Life Park in Arlington,"1000 Ballpark Way, Arlington, TX 76011",32.750156,-97.081117,Southwest,0,0,0
90,2022-04-14,7:00 pm,2022-04-14 19:00:00,Chicago White Sox,Guaranteed Rate Field,"333 W. 35th Street, Chicago, IL 60616",41.830883,-87.635083,Midwest,0,0,0
91,2022-04-14,7:00 pm,2022-04-14 19:00:00,Kansas City Royals,Kauffman Stadium,"P.O. Boz 419969, Kansas City, MO 64141",39.10222,-94.583559,Midwest,0,0,0
92,2022-04-14,7:00 pm,2022-04-14 19:00:00,Miami Marlins,Marlins Park,"2269 NW 199th Street, Miami, FL 33056",25.954428,-80.238164,Southeast,1,0,0
93,2022-04-14,7:00 pm,2022-04-14 19:00:00,Milwaukee Brewers,Miller Park,"P.O. Box 3099, Milwaukee, WI 53201-3099",43.04205,-87.905599,Midwest,1,0,0
94,2022-04-14,7:00 pm,2022-04-14 19:00:00,Pittsburgh Pirates,PNC Park,"600 Stadium Circle, Pittsburgh, PA 15212",40.461503,-80.008924,Northeast,0,0,0
95,2022-04-14,7:00 pm,2022-04-14 19:00:00,San Diego Padres,Petco Park,"P.O. Box 2000, San Diego, CA 92112-2000",32.752148,-117.143635,Pacific,0,0,0
96,2022-04-14,7:00 pm,2022-04-14 19:00:00,Tampa Bay Rays,Tropicana Field,"1 Tropicana Drive, St. Petersburg, FL 33705",27.768487,-82.648191,Southeast,1,1,0
97,2022-04-14,7:00 pm,2022-04-14 19:00:00,New York Yankees,Yankee Stadium,"E. 161 Street & River Ave., New York, NY 10451",40.819782,-73.929939,Northeast,0,1,0
98,2022-04-15,7:00 pm,2022-04-15 19:00:00,New York Mets,Citi Field,"Roosevelt Ave & 126th Street, New York, NY 11368",40.75535,-73.843219,Northeast,0,0,0
99,2022-04-15,7:00 pm,2022-04-15 19:00:00,Colorado Rockies,Coors Field,"2001 Blake Street, Denver, CO 80205-2000",39.75698,-104.965329,Rocky Mountains,0,0,0
100,2022-04-15,7:00 pm,2022-04-15 19:00:00,Los Angeles Dodgers,Dodger Stadium,"1000 Elysian Park Ave., Los Angeles, CA 90012",34.072437,-118.246879,Pacific,0,0,0
101,2022-04-15,7:00 pm,2022-04-15 19:00:00,Boston Red Sox,Fenway Park,"4 Yawkey Way, Boston, MA 02215",42.346613,-71.098817,Northeast,0,0,0
102,2022-04-15,7:00 pm,2022-04-15 19:00:00,Texas Rangers,Globe Life Park in Arlington,"1000 Ballpark Way, Arlington, TX 76011",32.750156,-97.081117,Southwest,0,0,0
103,2022-04-15,7:00 pm,2022-04-15 19:00:00,Chicago White Sox,Guaranteed Rate Field,"333 W. 35th Street, Chicago, IL 60616",41.830883,-87.635083,Midwest,0,0,0
104,2022-04-15,7:00 pm,2022-04-15 19:00:00,Kansas City Royals,Kauffman Stadium,"P.O. Boz 419969, Kansas City, MO 64141",39.10222,-94.583559,Midwest,0,0,0
105,2022-04-15,7:00 pm,2022-04-15 19:00:00,Miami Marlins,Marlins Park,"2269 NW 199th Street, Miami, FL 33056",25.954428,-80.238164,Southeast,1,0,0
106,2022-04-15,7:00 pm,2022-04-15 19:00:00,Milwaukee Brewers,Miller Park,"P.O. Box 3099, Milwaukee, WI 53201-3099",43.04205,-87.905599,Midwest,1,0,0
107,2022-04-15,7:00 pm,2022-04-15 19:00:00,Baltimore Orioles,Oriole Park at Camden Yards,"333 W. Camden Street, Baltimore, MD. 21201",39.285243,-76.620103,Northeast,0,0,0
108,2022-04-15,7:00 pm,2022-04-15 19:00:00,Pittsburgh Pirates,PNC Park,"600 Stadium Circle, Pittsburgh, PA 15212",40.461503,-80.008924,Northeast,0,0,0
109,2022-04-15,7:00 pm,2022-04-15 19:00:00,San Diego Padres,Petco Park,"P.O. Box 2000, San Diego, CA 92112-2000",32.752148,-117.143635,Pacific,0,0,0
110,2022-04-15,7:00 pm,2022-04-15 19:00:00,Cleveland Guardians,Progressive Field,"2401 Ontario Street, Cleveland, OH 44115",41.495149,-81.68709,Midwest,0,0,0
111,2022-04-15,7:00 pm,2022-04-15 19:00:00,Toronto Blue Jays,Rogers Centre,"1 Blue Jay Way, Suite 3200, Toronto, ONT M5V 1J1",43.641653,-79.3917,Midwest,1,0,0
112,2022-04-15,7:00 pm,2022-04-15 19:00:00,Seattle Mariners,T-Mobile Park,"P.O. Box 41000, 411 First Ave. S., Seattle, WA 98104",47.60174,-122.330829,Pacific,1,0,0
113,2022-04-16,7:00 pm,2022-04-16 19:00:00,New York Mets,Citi Field,"Roosevelt Ave & 126th Street, New York, NY 11368",40.75535,-73.843219,Northeast,0,0,0
114,2022-04-16,7:00 pm,2022-04-16 19:00:00,Colorado Rockies,Coors Field,"2001 Blake Street, Denver, CO 80205-2000",39.75698,-104.965329,Rocky Mountains,0,0,0
115,2022-04-16,7:00 pm,2022-04-16 19:00:00,Los Angeles Dodgers,Dodger Stadium,"1000 Elysian Park Ave., Los Angeles, CA 90012",34.072437,-118.246879,Pacific,0,0,0
116,2022-04-16,7:00 pm,2022-04-16 19:00:00,Boston Red Sox,Fenway Park,"4 Yawkey Way, Boston, MA 02215",42.346613,-71.098817,Northeast,0,0,0
117,2022-04-16,7:00 pm,2022-04-16 19:00:00,Texas Rangers,Globe Life Park in Arlington,"1000 Ballpark Way, Arlington, TX 76011",32.750156,-97.081117,Southwest,0,0,0
118,2022-04-16,7:00 pm,2022-04-16 19:00:00,Chicago White Sox,Guaranteed Rate Field,"333 W. 35th Street, Chicago, IL 60616",41.830883,-87.635083,Midwest,0,0,0
119,2022-04-16,7:00 pm,2022-04-16 19:00:00,Kansas City Royals,Kauffman Stadium,"P.O. Boz 419969, Kansas City, MO 64141",39.10222,-94.583559,Midwest,0,0,0
120,2022-04-16,7:00 pm,2022-04-16 19:00:00,Miami Marlins,Marlins Park,"2269 NW 199th Street, Miami, FL 33056",25.954428,-80.238164,Southeast,1,0,0
121,2022-04-16,7:00 pm,2022-04-16 19:00:00,Milwaukee Brewers,Miller Park,"P.O. Box 3099, Milwaukee, WI 53201-3099",43.04205,-87.905599,Midwest,1,0,0
122,2022-04-16,7:00 pm,2022-04-16 19:00:00,Baltimore Orioles,Oriole Park at Camden Yards,"333 W. Camden Street, Baltimore, MD. 21201",39.285243,-76.620103,Northeast,0,0,0
123,2022-04-16,7:00 pm,2022-04-16 19:00:00,Pittsburgh Pirates,PNC Park,"600 Stadium Circle, Pittsburgh, PA 15212",40.461503,-80.008924,Northeast,0,0,0
124,2022-04-16,7:00 pm,2022-04-16 19:00:00,San Diego Padres,Petco Park,"P.O. Box 2000, San Diego, CA 92112-2000",32.752148,-117.143635,Pacific,0,0,0
125,2022-04-16,7:00 pm,2022-04-16 19:00:00,Cleveland Guardians,Progressive Field,"2401 Ontario Street, Cleveland, OH 44115",41.495149,-81.68709,Midwest,0,0,0
126,2022-04-16,7:00 pm,2022-04-16 19:00:00,Toronto Blue Jays,Rogers Centre,"1 Blue Jay Way, Suite 3200, Toronto, ONT M5V 1J1",43.641653,-79.3917,Midwest,1,0,0
127,2022-04-16,7:00 pm,2022-04-16 19:00:00,Seattle Mariners,T-Mobile Park,"P.O. Box 41000, 411 First Ave. S., Seattle, WA 98104",47.60174,-122.330829,Pacific,1,0,0
128,2022-04-17,7:00 pm,2022-04-17 19:00:00,New York Mets,Citi Field,"Roosevelt Ave & 126th Street, New York, NY 11368",40.75535,-73.843219,Northeast,0,0,0
129,2022-04-17,7:00 pm,2022-04-17 19:00:00,Colorado Rockies,Coors Field,"2001 Blake Street, Denver, CO 80205-2000",39.75698,-104.965329,Rocky Mountains,0,0,0
130,2022-04-17,7:00 pm,2022-04-17 19:00:00,Los Angeles Dodgers,Dodger Stadium,"1000 Elysian Park Ave., Los Angeles, CA 90012",34.072437,-118.246879,Pacific,0,0,0
131,2022-04-17,7:00 pm,2022-04-17 19:00:00,Boston Red Sox,Fenway Park,"4 Yawkey Way, Boston, MA 02215",42.346613,-71.098817,Northeast,0,0,0
132,2022-04-17,7:00 pm,2022-04-17 19:00:00,Texas Rangers,Globe Life Park in Arlington,"1000 Ballpark Way, Arlington, TX 76011",32.750156,-97.081117,Southwest,0,1,0
133,2022-04-17,7:00 pm,2022-04-17 19:00:00,Chicago White Sox,Guaranteed Rate Field,"333 W. 35th Street, Chicago, IL 60616",41.830883,-87.635083,Midwest,0,1,0
134,2022-04-17,7:00 pm,2022-04-17 19:00:00,Miami Marlins,Marlins Park,"2269 NW 199th Street, Miami, FL 33056",25.954428,-80.238164,Southeast,1,0,0
135,2022-04-17,7:00 pm,2022-04-17 19:00:00,Milwaukee Brewers,Miller Park,"P.O. Box 3099, Milwaukee, WI 53201-3099",43.04205,-87.905599,Midwest,1,0,0
136,2022-04-17,7:00 pm,2022-04-17 19:00:00,Baltimore Orioles,Oriole Park at Camden Yards,"333 W. Camden Street, Baltimore, MD. 21201",39.285243,-76.620103,Northeast,0,1,0
137,2022-04-17,7:00 pm,2022-04-17 19:00:00,Pittsburgh Pirates,PNC Park,"600 Stadium Circle, Pittsburgh, PA 15212",40.461503,-80.008924,Northeast,0,1,0
138,2022-04-17,7:00 pm,2022-04-17 19:00:00,San Diego Padres,Petco Park,"P.O. Box 2000, San Diego, CA 92112-2000",32.752148,-117.143635,Pacific,0,0,0
139,2022-04-17,7:00 pm,2022-04-17 19:00:00,Cleveland Guardians,Progressive Field,"2401 Ontario Street, Cleveland, OH 44115",41.495149,-81.68709,Midwest,0,0,0
140,2022-04-17,7:00 pm,2022-04-17 19:00:00,Toronto Blue Jays,Rogers Centre,"1 Blue Jay Way, Suite 3200, Toronto, ONT M5V 1J1",43.641653,-79.3917,Midwest,1,1,0
141,2022-04-17,7:00 pm,2022-04-17 19:00:00,Seattle Mariners,T-Mobile Park,"P.O. Box 41000, 411 First Ave. S., Seattle, WA 98104",47.60174,-122.330829,Pacific,1,0,0
142,2022-04-18,7:00 pm,2022-04-18 19:00:00,Colorado Rockies,Coors Field,"2001 Blake Street, Denver, CO 80205-2000",39.75698,-104.965329,Rocky Mountains,0,0,0
143,2022-04-18,7:00 pm,2022-04-18 19:00:00,Los Angeles Dodgers,Dodger Stadium,"1000 Elysian Park Ave., Los Angeles, CA 90012",34.072437,-118.246879,Pacific,0,0,0
144,2022-04-18,7:00 pm,2022-04-18 19:00:00,Boston Red Sox,Fenway Park,"4 Yawkey Way, Boston, MA 02215",42.346613,-71.098817,Northeast,0,0,0
145,2022-04-18,7:00 pm,2022-04-18 19:00:00,Milwaukee Brewers,Miller Park,"P.O. Box 3099, Milwaukee, WI 53201-3099",43.04205,-87.905599,Midwest,1,0,0
146,2022-04-18,7:00 pm,2022-04-18 19:00:00,Houston Astros,Minute Maid Park,"P.O. Box 288, Houston, TX 77001-0288",29.76045,-95.369784,Southwest,1,0,0
147,2022-04-18,7:00 pm,2022-04-18 19:00:00,Oakland Athletics,Oakland Coliseum,"700 Coliseum Way, Oakland, Ca 94621-1918",37.74923,-122.196487,Pacific,0,0,0
